1	202	2016-08-08 15:17:17.011-07
5	54	2016-11-09 09:29:11.373-08
4	265	2016-12-01 19:18:53.093-08
2	246	2016-04-11 14:47:51.585-07
3	279	2016-06-02 13:31:13.314-07
1	253	2016-12-19 23:29:41.554-08
1	167	2016-11-15 11:49:08.094-08
4	157	2017-02-04 20:51:08.529-08
2	69	2016-05-29 10:10:53.588-07
2	4	2016-11-25 01:13:36.981-08
3	260	2016-04-25 14:47:14.903-07
1	37	2016-12-02 17:25:43.909-08
3	129	2016-12-25 04:53:11.053-08
3	240	2016-04-09 05:36:32.81-07
2	263	2016-06-13 12:28:12.999-07
5	74	2016-05-22 23:58:49.953-07
5	107	2016-08-05 02:51:56.041-07
1	184	2016-06-03 11:02:36.275-07
5	293	2016-09-16 02:31:55.148-07
4	74	2016-03-31 20:05:03.655-07
3	48	2017-02-03 06:47:37.587-08
2	155	2016-10-19 22:53:48.196-07
5	125	2016-11-14 00:06:43.366-08
2	111	2017-01-10 00:51:33.848-08
2	83	2016-09-26 14:43:06.48-07
2	175	2016-06-06 15:22:34.171-07
1	164	2017-01-28 11:59:59.441-08
5	269	2016-10-27 19:56:12.828-07
1	81	2016-06-27 11:05:35.239-07
1	270	2016-11-25 22:48:21.619-08
1	92	2016-09-07 18:27:37.536-07
1	217	2016-12-25 10:09:07.307-08
1	262	2016-04-15 11:37:29.583-07
2	159	2016-10-29 18:35:21.437-07
3	137	2016-10-23 19:21:01.15-07
3	147	2016-12-24 04:36:14.052-08
